date,status,day,day_map,weather,weather_map,temp,atemp,casual,registered,total
2012-05-02,Weekday,Wednesday,3,Sunny,1,0.564167,0.537896,667,5502,6169
2012-05-03,Weekday,Thursday,4,Cloudy/Misty,2,0.56,0.537242,764,5657,6421
2012-05-04,Weekday,Friday,5,Sunny,1,0.6275,0.590917,1069,5227,6296
2012-05-05,Weekend,Saturday,6,Cloudy/Misty,2,0.621667,0.584608,2496,4387,6883
2012-05-06,Weekend,Sunday,0,Cloudy/Misty,2,0.5625,0.546737,2135,4224,6359
2012-05-07,Weekday,Monday,1,Cloudy/Misty,2,0.5375,0.527142,1008,5265,6273
2012-05-08,Weekday,Tuesday,2,Cloudy/Misty,2,0.581667,0.557471,738,4990,5728
2012-05-09,Weekday,Wednesday,3,Cloudy/Misty,2,0.575,0.553025,620,4097,4717
2012-05-10,Weekday,Thursday,4,Sunny,1,0.505833,0.491783,1026,5546,6572
2012-05-11,Weekday,Friday,5,Sunny,1,0.533333,0.520833,1319,5711,7030
2012-05-12,Weekend,Saturday,6,Sunny,1,0.564167,0.544817,2622,4807,7429
2012-05-13,Weekend,Sunday,0,Sunny,1,0.6125,0.585238,2172,3946,6118
2012-05-14,Weekday,Monday,1,Cloudy/Misty,2,0.573333,0.5499,342,2501,2843
2012-05-15,Weekday,Tuesday,2,Cloudy/Misty,2,0.611667,0.576404,625,4490,5115
2012-05-16,Weekday,Wednesday,3,Sunny,1,0.636667,0.595975,991,6433,7424
2012-05-17,Weekday,Thursday,4,Sunny,1,0.593333,0.572613,1242,6142,7384
2012-05-18,Weekday,Friday,5,Sunny,1,0.564167,0.551121,1521,6118,7639
2012-05-19,Weekend,Saturday,6,Sunny,1,0.6,0.566908,3410,4884,8294
2012-05-20,Weekend,Sunday,0,Sunny,1,0.620833,0.583967,2704,4425,7129
2012-05-21,Weekday,Monday,1,Cloudy/Misty,2,0.598333,0.565667,630,3729,4359
2012-05-22,Weekday,Tuesday,2,Cloudy/Misty,2,0.615,0.580825,819,5254,6073
2012-05-23,Weekday,Wednesday,3,Cloudy/Misty,2,0.621667,0.584612,766,4494,5260
2012-05-24,Weekday,Thursday,4,Sunny,1,0.655,0.6067,1059,5711,6770
2012-05-25,Weekday,Friday,5,Sunny,1,0.68,0.627529,1417,5317,6734
2012-05-26,Weekend,Saturday,6,Sunny,1,0.6925,0.642696,2855,3681,6536
2012-05-27,Weekend,Sunday,0,Sunny,1,0.69,0.641425,3283,3308,6591
2012-05-28,Holiday,Monday,1,Sunny,1,0.7125,0.6793,2557,3486,6043
2012-05-29,Weekday,Tuesday,2,Sunny,1,0.7225,0.672992,880,4863,5743
2012-05-30,Weekday,Wednesday,3,Cloudy/Misty,2,0.656667,0.611129,745,6110,6855
2012-05-31,Weekday,Thursday,4,Sunny,1,0.68,0.631329,1100,6238,7338
2012-06-01,Weekday,Friday,5,Cloudy/Misty,2,0.654167,0.607962,533,3594,4127
2012-06-02,Weekend,Saturday,6,Sunny,1,0.583333,0.566288,2795,5325,8120
2012-06-03,Weekend,Sunday,0,Sunny,1,0.6025,0.575133,2494,5147,7641
2012-06-04,Weekday,Monday,1,Sunny,1,0.5975,0.578283,1071,5927,6998
2012-06-05,Weekday,Tuesday,2,Cloudy/Misty,2,0.540833,0.525892,968,6033,7001
2012-06-06,Weekday,Wednesday,3,Sunny,1,0.554167,0.542292,1027,6028,7055
2012-06-07,Weekday,Thursday,4,Sunny,1,0.6025,0.569442,1038,6456,7494
2012-06-08,Weekday,Friday,5,Sunny,1,0.649167,0.597862,1488,6248,7736
2012-06-09,Weekend,Saturday,6,Sunny,1,0.710833,0.648367,2708,4790,7498
2012-06-10,Weekend,Sunday,0,Sunny,1,0.726667,0.663517,2224,4374,6598
2012-06-11,Weekday,Monday,1,Cloudy/Misty,2,0.720833,0.659721,1017,5647,6664
2012-06-12,Weekday,Tuesday,2,Cloudy/Misty,2,0.653333,0.597875,477,4495,4972
2012-06-13,Weekday,Wednesday,3,Sunny,1,0.655833,0.611117,1173,6248,7421
2012-06-14,Weekday,Thursday,4,Sunny,1,0.648333,0.624383,1180,6183,7363
2012-06-15,Weekday,Friday,5,Sunny,1,0.639167,0.599754,1563,6102,7665
2012-06-16,Weekend,Saturday,6,Sunny,1,0.631667,0.594708,2963,4739,7702
2012-06-17,Weekend,Sunday,0,Sunny,1,0.5925,0.571975,2634,4344,6978
2012-06-18,Weekday,Monday,1,Cloudy/Misty,2,0.568333,0.544842,653,4446,5099
2012-06-19,Weekday,Tuesday,2,Sunny,1,0.688333,0.654692,968,5857,6825
2012-06-20,Weekday,Wednesday,3,Sunny,1,0.7825,0.720975,872,5339,6211
2012-06-21,Weekday,Thursday,4,Sunny,1,0.805833,0.752542,778,5127,5905
2012-06-22,Weekday,Friday,5,Sunny,1,0.7775,0.724121,964,4859,5823
2012-06-23,Weekend,Saturday,6,Sunny,1,0.731667,0.652792,2657,4801,7458
2012-06-24,Weekend,Sunday,0,Sunny,1,0.743333,0.674254,2551,4340,6891
2012-06-25,Weekday,Monday,1,Sunny,1,0.715833,0.654042,1139,5640,6779
2012-06-26,Weekday,Tuesday,2,Sunny,1,0.630833,0.594704,1077,6365,7442
2012-06-27,Weekday,Wednesday,3,Sunny,1,0.6975,0.640792,1077,6258,7335
2012-06-28,Weekday,Thursday,4,Sunny,1,0.749167,0.675512,921,5958,6879
2012-06-29,Weekday,Friday,5,Sunny,1,0.834167,0.786613,829,4634,5463
2012-06-30,Weekend,Saturday,6,Sunny,1,0.765,0.687508,1455,4232,5687
2012-07-01,Weekend,Sunday,0,Sunny,1,0.815833,0.750629,1421,4110,5531
2012-07-02,Weekday,Monday,1,Sunny,1,0.781667,0.702038,904,5323,6227
2012-07-03,Weekday,Tuesday,2,Sunny,1,0.780833,0.70265,1052,5608,6660
2012-07-04,Holiday,Wednesday,3,Sunny,1,0.789167,0.732337,2562,4841,7403
2012-07-05,Weekday,Thursday,4,Sunny,1,0.8275,0.761367,1405,4836,6241
2012-07-06,Weekday,Friday,5,Sunny,1,0.828333,0.752533,1366,4841,6207
2012-07-07,Weekend,Saturday,6,Sunny,1,0.861667,0.804913,1448,3392,4840
2012-07-08,Weekend,Sunday,0,Sunny,1,0.8225,0.790396,1203,3469,4672
2012-07-09,Weekday,Monday,1,Cloudy/Misty,2,0.710833,0.654054,998,5571,6569
2012-07-10,Weekday,Tuesday,2,Cloudy/Misty,2,0.720833,0.664796,954,5336,6290
2012-07-11,Weekday,Wednesday,3,Sunny,1,0.716667,0.650271,975,6289,7264
2012-07-12,Weekday,Thursday,4,Sunny,1,0.715833,0.654683,1032,6414,7446
2012-07-13,Weekday,Friday,5,Cloudy/Misty,2,0.731667,0.667933,1511,5988,7499
2012-07-14,Weekend,Saturday,6,Cloudy/Misty,2,0.703333,0.666042,2355,4614,6969
2012-07-15,Weekend,Sunday,0,Sunny,1,0.745833,0.705196,1920,4111,6031
2012-07-16,Weekday,Monday,1,Sunny,1,0.763333,0.724125,1088,5742,6830
2012-07-17,Weekday,Tuesday,2,Sunny,1,0.818333,0.755683,921,5865,6786
2012-07-18,Weekday,Wednesday,3,Sunny,1,0.793333,0.745583,799,4914,5713
2012-07-19,Weekday,Thursday,4,Sunny,1,0.77,0.714642,888,5703,6591
2012-07-20,Weekday,Friday,5,Cloudy/Misty,2,0.665833,0.613025,747,5123,5870
2012-07-21,Weekend,Saturday,6,Rain,3,0.595833,0.549912,1264,3195,4459
2012-07-22,Weekend,Sunday,0,Cloudy/Misty,2,0.6675,0.623125,2544,4866,7410
2012-07-23,Weekday,Monday,1,Sunny,1,0.741667,0.690017,1135,5831,6966
2012-07-24,Weekday,Tuesday,2,Sunny,1,0.750833,0.70645,1140,6452,7592
2012-07-25,Weekday,Wednesday,3,Sunny,1,0.724167,0.654054,1383,6790,8173
2012-07-26,Weekday,Thursday,4,Sunny,1,0.776667,0.739263,1036,5825,6861
2012-07-27,Weekday,Friday,5,Sunny,1,0.781667,0.734217,1259,5645,6904
2012-07-28,Weekend,Saturday,6,Sunny,1,0.755833,0.697604,2234,4451,6685
2012-07-29,Weekend,Sunday,0,Sunny,1,0.721667,0.667933,2153,4444,6597
2012-07-30,Weekday,Monday,1,Sunny,1,0.730833,0.684987,1040,6065,7105
2012-07-31,Weekday,Tuesday,2,Sunny,1,0.713333,0.662896,968,6248,7216
2012-08-01,Weekday,Wednesday,3,Sunny,1,0.7175,0.667308,1074,6506,7580
2012-08-02,Weekday,Thursday,4,Sunny,1,0.7525,0.707088,983,6278,7261
2012-08-03,Weekday,Friday,5,Cloudy/Misty,2,0.765833,0.722867,1328,5847,7175
2012-08-04,Weekend,Saturday,6,Sunny,1,0.793333,0.751267,2345,4479,6824
2012-08-05,Weekend,Sunday,0,Sunny,1,0.769167,0.731079,1707,3757,5464
2012-08-06,Weekday,Monday,1,Cloudy/Misty,2,0.7525,0.710246,1233,5780,7013
2012-08-07,Weekday,Tuesday,2,Cloudy/Misty,2,0.735833,0.697621,1278,5995,7273
2012-08-08,Weekday,Wednesday,3,Cloudy/Misty,2,0.75,0.707717,1263,6271,7534
2012-08-09,Weekday,Thursday,4,Sunny,1,0.755833,0.699508,1196,6090,7286
2012-08-10,Weekday,Friday,5,Cloudy/Misty,2,0.715833,0.667942,1065,4721,5786
2012-08-11,Weekend,Saturday,6,Cloudy/Misty,2,0.6925,0.638267,2247,4052,6299
2012-08-12,Weekend,Sunday,0,Sunny,1,0.700833,0.644579,2182,4362,6544
2012-08-13,Weekday,Monday,1,Sunny,1,0.720833,0.662254,1207,5676,6883
2012-08-14,Weekday,Tuesday,2,Sunny,1,0.726667,0.676779,1128,5656,6784
2012-08-15,Weekday,Wednesday,3,Sunny,1,0.706667,0.654037,1198,6149,7347
2012-08-16,Weekday,Thursday,4,Sunny,1,0.719167,0.654688,1338,6267,7605
2012-08-17,Weekday,Friday,5,Sunny,1,0.723333,0.2424,1483,5665,7148
2012-08-18,Weekend,Saturday,6,Sunny,1,0.678333,0.618071,2827,5038,7865
2012-08-19,Weekend,Sunday,0,Cloudy/Misty,2,0.635833,0.603554,1208,3341,4549
2012-08-20,Weekday,Monday,1,Cloudy/Misty,2,0.635833,0.595967,1026,5504,6530
2012-08-21,Weekday,Tuesday,2,Sunny,1,0.649167,0.601025,1081,5925,7006
2012-08-22,Weekday,Wednesday,3,Sunny,1,0.6675,0.621854,1094,6281,7375
2012-08-23,Weekday,Thursday,4,Sunny,1,0.695833,0.637008,1363,6402,7765
2012-08-24,Weekday,Friday,5,Cloudy/Misty,2,0.7025,0.6471,1325,6257,7582
2012-08-25,Weekend,Saturday,6,Cloudy/Misty,2,0.661667,0.618696,1829,4224,6053
2012-08-26,Weekend,Sunday,0,Cloudy/Misty,2,0.653333,0.595996,1483,3772,5255
2012-08-27,Weekday,Monday,1,Sunny,1,0.703333,0.654688,989,5928,6917
2012-08-28,Weekday,Tuesday,2,Sunny,1,0.728333,0.66605,935,6105,7040
2012-08-29,Weekday,Wednesday,3,Sunny,1,0.685,0.635733,1177,6520,7697
2012-08-30,Weekday,Thursday,4,Sunny,1,0.706667,0.652779,1172,6541,7713
2012-08-31,Weekday,Friday,5,Sunny,1,0.764167,0.6894,1433,5917,7350
2012-09-01,Weekend,Saturday,6,Cloudy/Misty,2,0.753333,0.702654,2352,3788,6140
2012-09-02,Weekend,Sunday,0,Cloudy/Misty,2,0.696667,0.649,2613,3197,5810
2012-09-03,Holiday,Monday,1,Sunny,1,0.7075,0.661629,1965,4069,6034
2012-09-04,Weekday,Tuesday,2,Sunny,1,0.725833,0.686888,867,5997,6864
2012-09-05,Weekday,Wednesday,3,Sunny,1,0.736667,0.708983,832,6280,7112
2012-09-06,Weekday,Thursday,4,Cloudy/Misty,2,0.696667,0.655329,611,5592,6203
2012-09-07,Weekday,Friday,5,Sunny,1,0.703333,0.657204,1045,6459,7504
2012-09-08,Weekend,Saturday,6,Cloudy/Misty,2,0.659167,0.611121,1557,4419,5976
2012-09-09,Weekend,Sunday,0,Sunny,1,0.61,0.578925,2570,5657,8227
2012-09-10,Weekday,Monday,1,Sunny,1,0.583333,0.565654,1118,6407,7525
2012-09-11,Weekday,Tuesday,2,Sunny,1,0.5775,0.554292,1070,6697,7767
2012-09-12,Weekday,Wednesday,3,Sunny,1,0.599167,0.570075,1050,6820,7870
2012-09-13,Weekday,Thursday,4,Sunny,1,0.6125,0.579558,1054,6750,7804
2012-09-14,Weekday,Friday,5,Sunny,1,0.633333,0.594083,1379,6630,8009
2012-09-15,Weekend,Saturday,6,Sunny,1,0.608333,0.585867,3160,5554,8714
2012-09-16,Weekend,Sunday,0,Sunny,1,0.58,0.563125,2166,5167,7333
2012-09-17,Weekday,Monday,1,Cloudy/Misty,2,0.580833,0.55305,1022,5847,6869
2012-09-18,Weekday,Tuesday,2,Cloudy/Misty,2,0.623333,0.565067,371,3702,4073
2012-09-19,Weekday,Wednesday,3,Sunny,1,0.5525,0.540404,788,6803,7591
2012-09-20,Weekday,Thursday,4,Sunny,1,0.546667,0.532192,939,6781,7720
2012-09-21,Weekday,Friday,5,Sunny,1,0.599167,0.571971,1250,6917,8167
2012-09-22,Weekend,Saturday,6,Sunny,1,0.65,0.610488,2512,5883,8395
2012-09-23,Weekend,Sunday,0,Sunny,1,0.529167,0.518933,2454,5453,7907
2012-09-24,Weekday,Monday,1,Sunny,1,0.514167,0.502513,1001,6435,7436
2012-09-25,Weekday,Tuesday,2,Sunny,1,0.55,0.544179,845,6693,7538
2012-09-26,Weekday,Wednesday,3,Sunny,1,0.635,0.596613,787,6946,7733
2012-09-27,Weekday,Thursday,4,Cloudy/Misty,2,0.65,0.607975,751,6642,7393
2012-09-28,Weekday,Friday,5,Cloudy/Misty,2,0.619167,0.585863,1045,6370,7415
2012-09-29,Weekend,Saturday,6,Sunny,1,0.5425,0.530296,2589,5966,8555
2012-09-30,Weekend,Sunday,0,Sunny,1,0.526667,0.517663,2015,4874,6889
2012-10-01,Weekday,Monday,1,Cloudy/Misty,2,0.520833,0.512,763,6015,6778
2012-10-02,Weekday,Tuesday,2,Rain,3,0.590833,0.542333,315,4324,4639
2012-10-03,Weekday,Wednesday,3,Cloudy/Misty,2,0.6575,0.599133,728,6844,7572
2012-10-04,Weekday,Thursday,4,Cloudy/Misty,2,0.6575,0.607975,891,6437,7328
2012-10-05,Weekday,Friday,5,Sunny,1,0.615,0.580187,1516,6640,8156
2012-10-06,Weekend,Saturday,6,Sunny,1,0.554167,0.538521,3031,4934,7965
2012-10-07,Weekend,Sunday,0,Cloudy/Misty,2,0.415833,0.419813,781,2729,3510
2012-10-08,Holiday,Monday,1,Cloudy/Misty,2,0.383333,0.387608,874,4604,5478
2012-10-09,Weekday,Tuesday,2,Cloudy/Misty,2,0.446667,0.438112,601,5791,6392
2012-10-10,Weekday,Wednesday,3,Sunny,1,0.514167,0.503142,780,6911,7691
2012-10-11,Weekday,Thursday,4,Sunny,1,0.435,0.431167,834,6736,7570
2012-10-12,Weekday,Friday,5,Sunny,1,0.4375,0.433071,1060,6222,7282
2012-10-13,Weekend,Saturday,6,Sunny,1,0.393333,0.391396,2252,4857,7109
2012-10-14,Weekend,Sunday,0,Sunny,1,0.521667,0.508204,2080,4559,6639
2012-10-15,Weekday,Monday,1,Cloudy/Misty,2,0.561667,0.53915,760,5115,5875
2012-10-16,Weekday,Tuesday,2,Sunny,1,0.468333,0.460846,922,6612,7534
2012-10-17,Weekday,Wednesday,3,Sunny,1,0.455833,0.450108,979,6482,7461
2012-10-18,Weekday,Thursday,4,Cloudy/Misty,2,0.5225,0.512625,1008,6501,7509
2012-10-19,Weekday,Friday,5,Cloudy/Misty,2,0.563333,0.537896,753,4671,5424
2012-10-20,Weekend,Saturday,6,Sunny,1,0.484167,0.472842,2806,5284,8090
2012-10-21,Weekend,Sunday,0,Sunny,1,0.464167,0.456429,2132,4692,6824
2012-10-22,Weekday,Monday,1,Sunny,1,0.4875,0.482942,830,6228,7058
2012-10-23,Weekday,Tuesday,2,Sunny,1,0.544167,0.530304,841,6625,7466
2012-10-24,Weekday,Wednesday,3,Sunny,1,0.5875,0.558721,795,6898,7693
2012-10-25,Weekday,Thursday,4,Cloudy/Misty,2,0.55,0.529688,875,6484,7359
2012-10-26,Weekday,Friday,5,Cloudy/Misty,2,0.545833,0.52275,1182,6262,7444
2012-10-27,Weekend,Saturday,6,Cloudy/Misty,2,0.53,0.515133,2643,5209,7852
2012-10-28,Weekend,Sunday,0,Cloudy/Misty,2,0.4775,0.467771,998,3461,4459
2012-10-29,Weekday,Monday,1,Rain,3,0.44,0.4394,2,20,22
2012-10-30,Weekday,Tuesday,2,Cloudy/Misty,2,0.318182,0.309909,87,1009,1096
2012-10-31,Weekday,Wednesday,3,Cloudy/Misty,2,0.3575,0.3611,419,5147,5566
2012-11-01,Weekday,Thursday,4,Cloudy/Misty,2,0.365833,0.369942,466,5520,5986
2012-11-02,Weekday,Friday,5,Sunny,1,0.355,0.356042,618,5229,5847
2012-11-03,Weekend,Saturday,6,Cloudy/Misty,2,0.343333,0.323846,1029,4109,5138
2012-11-04,Weekend,Sunday,0,Sunny,1,0.325833,0.329538,1201,3906,5107
2012-11-05,Weekday,Monday,1,Sunny,1,0.319167,0.308075,378,4881,5259
2012-11-06,Weekday,Tuesday,2,Sunny,1,0.280833,0.281567,466,5220,5686
2012-11-07,Weekday,Wednesday,3,Cloudy/Misty,2,0.295833,0.274621,326,4709,5035
2012-11-08,Weekday,Thursday,4,Sunny,1,0.352174,0.341891,340,4975,5315
2012-11-09,Weekday,Friday,5,Sunny,1,0.361667,0.355413,709,5283,5992
2012-11-10,Weekend,Saturday,6,Sunny,1,0.389167,0.393937,2090,4446,6536
2012-11-11,Weekend,Sunday,0,Sunny,1,0.420833,0.421713,2290,4562,6852
2012-11-12,Holiday,Monday,1,Sunny,1,0.485,0.475383,1097,5172,6269
2012-11-13,Weekday,Tuesday,2,Cloudy/Misty,2,0.343333,0.323225,327,3767,4094
2012-11-14,Weekday,Wednesday,3,Sunny,1,0.289167,0.281563,373,5122,5495
2012-11-15,Weekday,Thursday,4,Cloudy/Misty,2,0.321667,0.324492,320,5125,5445
2012-11-16,Weekday,Friday,5,Sunny,1,0.345,0.347204,484,5214,5698
2012-11-17,Weekend,Saturday,6,Sunny,1,0.325,0.326383,1313,4316,5629
2012-11-18,Weekend,Sunday,0,Sunny,1,0.3425,0.337746,922,3747,4669
2012-11-19,Weekday,Monday,1,Cloudy/Misty,2,0.380833,0.375621,449,5050,5499
2012-11-20,Weekday,Tuesday,2,Cloudy/Misty,2,0.374167,0.380667,534,5100,5634
2012-11-21,Weekday,Wednesday,3,Sunny,1,0.353333,0.364892,615,4531,5146
2012-11-22,Holiday,Thursday,4,Sunny,1,0.34,0.350371,955,1470,2425
2012-11-23,Weekday,Friday,5,Sunny,1,0.368333,0.378779,1603,2307,3910
2012-11-24,Weekend,Saturday,6,Sunny,1,0.278333,0.248742,532,1745,2277
2012-11-25,Weekend,Sunday,0,Sunny,1,0.245833,0.257583,309,2115,2424
2012-11-26,Weekday,Monday,1,Sunny,1,0.313333,0.339004,337,4750,5087
2012-11-27,Weekday,Tuesday,2,Cloudy/Misty,2,0.291667,0.281558,123,3836,3959
2012-11-28,Weekday,Wednesday,3,Sunny,1,0.296667,0.289762,198,5062,5260
2012-11-29,Weekday,Thursday,4,Sunny,1,0.28087,0.298422,243,5080,5323
2012-11-30,Weekday,Friday,5,Sunny,1,0.298333,0.323867,362,5306,5668
2012-12-01,Weekend,Saturday,6,Cloudy/Misty,2,0.298333,0.316904,951,4240,5191
2012-12-02,Weekend,Sunday,0,Cloudy/Misty,2,0.3475,0.359208,892,3757,4649
2012-12-03,Weekday,Monday,1,Sunny,1,0.4525,0.455796,555,5679,6234
2012-12-04,Weekday,Tuesday,2,Sunny,1,0.475833,0.469054,551,6055,6606
2012-12-05,Weekday,Wednesday,3,Sunny,1,0.438333,0.428012,331,5398,5729
2012-12-06,Weekday,Thursday,4,Sunny,1,0.255833,0.258204,340,5035,5375
2012-12-07,Weekday,Friday,5,Cloudy/Misty,2,0.320833,0.321958,349,4659,5008
2012-12-08,Weekend,Saturday,6,Cloudy/Misty,2,0.381667,0.389508,1153,4429,5582
2012-12-09,Weekend,Sunday,0,Cloudy/Misty,2,0.384167,0.390146,441,2787,3228
2012-12-10,Weekday,Monday,1,Cloudy/Misty,2,0.435833,0.435575,329,4841,5170
2012-12-11,Weekday,Tuesday,2,Cloudy/Misty,2,0.353333,0.338363,282,5219,5501
2012-12-12,Weekday,Wednesday,3,Cloudy/Misty,2,0.2975,0.297338,310,5009,5319
2012-12-13,Weekday,Thursday,4,Sunny,1,0.295833,0.294188,425,5107,5532
2012-12-14,Weekday,Friday,5,Sunny,1,0.281667,0.294192,429,5182,5611
2012-12-15,Weekend,Saturday,6,Sunny,1,0.324167,0.338383,767,4280,5047
2012-12-16,Weekend,Sunday,0,Cloudy/Misty,2,0.3625,0.369938,538,3248,3786
2012-12-17,Weekday,Monday,1,Cloudy/Misty,2,0.393333,0.4015,212,4373,4585
2012-12-18,Weekday,Tuesday,2,Sunny,1,0.410833,0.409708,433,5124,5557
2012-12-19,Weekday,Wednesday,3,Sunny,1,0.3325,0.342162,333,4934,5267
2012-12-20,Weekday,Thursday,4,Cloudy/Misty,2,0.33,0.335217,314,3814,4128
2012-12-21,Weekday,Friday,5,Cloudy/Misty,2,0.326667,0.301767,221,3402,3623
2012-12-22,Weekend,Saturday,6,Sunny,1,0.265833,0.236113,205,1544,1749
2012-12-23,Weekend,Sunday,0,Sunny,1,0.245833,0.259471,408,1379,1787
2012-12-24,Weekday,Monday,1,Cloudy/Misty,2,0.231304,0.2589,174,746,920
2012-12-25,Holiday,Tuesday,2,Cloudy/Misty,2,0.291304,0.294465,440,573,1013
2012-12-26,Weekday,Wednesday,3,Rain,3,0.243333,0.220333,9,432,441
2012-12-27,Weekday,Thursday,4,Cloudy/Misty,2,0.254167,0.226642,247,1867,2114
2012-12-28,Weekday,Friday,5,Cloudy/Misty,2,0.253333,0.255046,644,2451,3095
2012-12-29,Weekend,Saturday,6,Cloudy/Misty,2,0.253333,0.2424,159,1182,1341
2012-12-30,Weekend,Sunday,0,Sunny,1,0.255833,0.2317,364,1432,1796
2012-12-31,Weekday,Monday,1,Cloudy/Misty,2,0.215833,0.223487,439,2290,2729
